"Server","Time Stamp","Usage (%)"
"SRV005246","2019/12/01 8:30:00 AM","8,18"
"SRV005246","2019/12/01 9:00:00 AM","8,39"
"SRV005246","2019/12/01 9:30:00 AM","7,67"
"SRV005246","2019/12/01 10:00:00 AM","8,4"
"SRV005246","2019/12/01 10:30:00 AM","8,16"
"SRV005246","2019/12/01 11:00:00 AM","8,37"
"SRV005246","2019/12/01 11:30:00 AM","8,13"
"SRV005246","2019/12/01 12:00:00 PM","7,87"
"SRV005246","2019/12/01 12:30:00 PM","8,19"
"SRV005246","2019/12/01 1:00:00 PM","8,94"
"SRV005246","2019/12/01 1:30:00 PM","8,24"
"SRV005246","2019/12/01 2:00:00 PM","8,33"
"SRV005246","2019/12/01 2:30:00 PM","7,85"
"SRV005246","2019/12/01 3:00:00 PM","8,71"
"SRV005246","2019/12/01 3:30:00 PM","8,27"
"SRV005246","2019/12/01 4:00:00 PM","8,79"
"SRV005246","2019/12/01 4:30:00 PM","8,19"
"SRV005246","2019/12/01 5:00:00 PM","7,94"
"SRV005246","2019/12/01 5:30:00 PM","8,25"
"SRV005246","2019/12/01 6:00:00 PM","8,86"
"SRV005246","2019/12/01 6:30:00 PM","8,32"
"SRV005246","2019/12/01 7:00:00 PM","8,37"
"SRV005246","2019/12/01 7:30:00 PM","8,09"
"SRV005246","2019/12/01 8:00:00 PM","8,34"
"SRV005246","2019/12/01 8:30:00 PM","8,18"
"SRV005246","2019/12/01 9:00:00 PM","8,71"
"SRV005246","2019/12/01 9:30:00 PM","8,12"
"SRV005246","2019/12/01 10:00:00 PM","7,96"
"SRV005246","2019/12/01 10:30:00 PM","8,56"
"SRV005246","2019/12/01 11:00:00 PM","8,48"
"SRV005246","2019/12/01 11:30:00 PM","8,22"
"SRV005246","2019/12/02 12:00:00 AM","8,32"
"SRV005246","2019/12/02 12:30:00 AM","7,79"
"SRV005246","2019/12/02 1:00:00 AM","8,72"
"SRV005246","2019/12/02 1:30:00 AM","8,39"
"SRV005246","2019/12/02 2:00:00 AM","8,7"
"SRV005246","2019/12/02 2:30:00 AM","8,16"
"SRV005246","2019/12/02 3:00:00 AM","7,85"
"SRV005246","2019/12/02 3:30:00 AM","8,15"
"SRV005246","2019/12/02 4:00:00 AM","8,38"
"SRV005246","2019/12/02 4:30:00 AM","8,18"
"SRV005246","2019/12/02 5:00:00 AM","8,36"
"SRV005246","2019/12/02 5:30:00 AM","8,27"
"SRV005246","2019/12/02 6:00:00 AM","8,89"
"SRV005246","2019/12/02 6:30:00 AM","8,5"
"SRV005246","2019/12/02 7:00:00 AM","8,48"
"SRV005246","2019/12/02 7:30:00 AM","8,35"
"SRV005246","2019/12/02 8:00:00 AM","9,13"
"SRV005246","2019/12/02 8:30:00 AM","8,98"
"SRV005246","2019/12/02 9:00:00 AM","14,87"
"SRV005246","2019/12/02 9:30:00 AM","14,19"
"SRV005246","2019/12/02 10:00:00 AM","10,74"
"SRV005246","2019/12/02 10:30:00 AM","10,88"
"SRV005246","2019/12/02 11:00:00 AM","17,66"
"SRV005246","2019/12/02 11:30:00 AM","8,94"
"SRV005246","2019/12/02 12:00:00 PM","11,28"
"SRV005246","2019/12/02 12:30:00 PM","11,54"
"SRV005246","2019/12/02 1:00:00 PM","11,51"
"SRV005246","2019/12/02 1:30:00 PM","10,25"
"SRV005246","2019/12/02 2:00:00 PM","16,94"
"SRV005246","2019/12/02 2:30:00 PM","12,9"
"SRV005246","2019/12/02 3:00:00 PM","17,6"
"SRV005246","2019/12/02 3:30:00 PM","24,02"
"SRV005246","2019/12/02 4:00:00 PM","12,15"
"SRV005246","2019/12/02 4:30:00 PM","12,04"
"SRV005246","2019/12/02 5:00:00 PM","11,84"
"SRV005246","2019/12/02 5:30:00 PM","32,38"
"SRV005246","2019/12/02 6:00:00 PM","33,68"
"SRV005246","2019/12/02 6:30:00 PM","35,26"
"SRV005246","2019/12/02 7:00:00 PM","32,4"
"SRV005246","2019/12/02 7:30:00 PM","32,17"
"SRV005246","2019/12/02 8:00:00 PM","14,22"
"SRV005246","2019/12/02 8:30:00 PM","11,83"
"SRV005246","2019/12/02 9:00:00 PM","11,7"
"SRV005246","2019/12/02 9:30:00 PM","10,8"
"SRV005246","2019/12/02 10:00:00 PM","10,31"
"SRV005246","2019/12/02 10:30:00 PM","9,35"
"SRV005246","2019/12/02 11:00:00 PM","10,25"
"SRV005246","2019/12/02 11:30:00 PM","9,01"
"SRV005246","2019/12/03 12:00:00 AM","11,08"
"SRV005246","2019/12/03 12:30:00 AM","8,82"
"SRV005246","2019/12/03 1:00:00 AM","8,74"
"SRV005246","2019/12/03 1:30:00 AM","7,88"
"SRV005246","2019/12/03 2:00:00 AM","7,67"
"SRV005246","2019/12/03 2:30:00 AM","7,95"
"SRV005246","2019/12/03 3:00:00 AM","8,02"
"SRV005246","2019/12/03 3:30:00 AM","7,87"
"SRV005246","2019/12/03 4:00:00 AM","8,02"
"SRV005246","2019/12/03 4:30:00 AM","7,45"
"SRV005246","2019/12/03 5:00:00 AM","8,01"
"SRV005246","2019/12/03 5:30:00 AM","7,87"
"SRV005246","2019/12/03 6:00:00 AM","8,1"
"SRV005246","2019/12/03 6:30:00 AM","12,9"
"SRV005246","2019/12/03 7:00:00 AM","11,28"
"SRV005246","2019/12/03 7:30:00 AM","11,93"
"SRV005246","2019/12/03 8:00:00 AM","11,14"
"SRV005246","2019/12/03 8:30:00 AM","11,8"
"SRV005246","2019/12/03 9:00:00 AM","9,33"
"SRV005246","2019/12/03 9:30:00 AM","15,35"
"SRV005246","2019/12/03 10:00:00 AM","11,9"
"SRV005246","2019/12/03 10:30:00 AM","12,21"
