"Server","Time Stamp","Usage (%)"
"SRV005246","",""
"SRV005246","2019/11/29 12:00:00 AM","9,6"
"SRV005246","2019/11/29 12:30:00 AM","9,59"
"SRV005246","2019/11/29 1:00:00 AM","10,16"
"SRV005246","2019/11/29 1:30:00 AM","9,92"
"SRV005246","2019/11/29 2:00:00 AM","9,18"
"SRV005246","2019/11/29 2:30:00 AM","8,72"
"SRV005246","2019/11/29 3:00:00 AM","8,98"
"SRV005246","2019/11/29 3:30:00 AM","9,8"
"SRV005246","2019/11/29 4:00:00 AM","9,44"
"SRV005246","2019/11/29 4:30:00 AM","9,49"
"SRV005246","2019/11/29 5:00:00 AM","9,81"
"SRV005246","2019/11/29 5:30:00 AM","10,21"
"SRV005246","2019/11/29 6:00:00 AM","9,67"
"SRV005246","2019/11/29 6:30:00 AM","9,2"
"SRV005246","2019/11/29 7:00:00 AM","9,58"
"SRV005246","2019/11/29 7:30:00 AM","10,77"
"SRV005246","2019/11/29 8:00:00 AM","11,49"
"SRV005246","2019/11/29 8:30:00 AM","14,13"
"SRV005246","2019/11/29 9:00:00 AM","12,45"
"SRV005246","2019/11/29 9:30:00 AM","11,9"
"SRV005246","2019/11/29 10:00:00 AM","14,48"
"SRV005246","2019/11/29 10:30:00 AM","14,4"
"SRV005246","2019/11/29 11:00:00 AM","12,15"
"SRV005246","2019/11/29 11:30:00 AM","15,22"
"SRV005246","2019/11/29 12:00:00 PM","16,79"
"SRV005246","2019/11/29 12:30:00 PM","16,7"
"SRV005246","2019/11/29 1:00:00 PM","15,3"
"SRV005246","2019/11/29 1:30:00 PM","13,23"
"SRV005246","2019/11/29 2:00:00 PM","12,96"
"SRV005246","2019/11/29 2:30:00 PM","15,73"
"SRV005246","2019/11/29 3:00:00 PM","11,88"
"SRV005246","2019/11/29 3:30:00 PM","12,13"
"SRV005246","2019/11/29 4:00:00 PM","12,22"
"SRV005246","2019/11/29 4:30:00 PM","10,27"
"SRV005246","2019/11/29 5:00:00 PM","11,64"
"SRV005246","2019/11/29 5:30:00 PM","11,03"
"SRV005246","2019/11/29 6:00:00 PM","12,86"
"SRV005246","2019/11/29 6:30:00 PM","11,62"
"SRV005246","2019/11/29 7:00:00 PM","11,47"
"SRV005246","2019/11/29 7:30:00 PM","11,51"
"SRV005246","2019/11/29 8:00:00 PM","10,29"
"SRV005246","2019/11/29 8:30:00 PM","8,42"
"SRV005246","2019/11/29 9:00:00 PM","10,49"
