"Server","Time Stamp","Usage (%)"
"SRV005107","",""
"SRV005107","2019/11/29 12:00:00 AM","5,55"
"SRV005107","2019/11/29 12:30:00 AM","4,46"
"SRV005107","2019/11/29 1:00:00 AM","4,76"
"SRV005107","2019/11/29 1:30:00 AM","4,3"
"SRV005107","2019/11/29 2:00:00 AM","4,62"
"SRV005107","2019/11/29 2:30:00 AM","4,49"
"SRV005107","2019/11/29 3:00:00 AM","4,71"
"SRV005107","2019/11/29 3:30:00 AM","4,31"
"SRV005107","2019/11/29 4:00:00 AM","4,63"
"SRV005107","2019/11/29 4:30:00 AM","4,42"
"SRV005107","2019/11/29 5:00:00 AM","4,4"
"SRV005107","2019/11/29 5:30:00 AM","4,42"
"SRV005107","2019/11/29 6:00:00 AM","4,53"
"SRV005107","2019/11/29 6:30:00 AM","4,3"
"SRV005107","2019/11/29 7:00:00 AM","4,59"
"SRV005107","2019/11/29 7:30:00 AM","4,53"
"SRV005107","2019/11/29 8:00:00 AM","4,63"
"SRV005107","2019/11/29 8:30:00 AM","4,64"
"SRV005107","2019/11/29 9:00:00 AM","4,74"
"SRV005107","2019/11/29 9:30:00 AM","4,58"
"SRV005107","2019/11/29 10:00:00 AM","4,72"
"SRV005107","2019/11/29 10:30:00 AM","4,78"
"SRV005107","2019/11/29 11:00:00 AM","4,84"
"SRV005107","2019/11/29 11:30:00 AM","4,63"
"SRV005107","2019/11/29 12:00:00 PM","4,83"
"SRV005107","2019/11/29 12:30:00 PM","4,74"
"SRV005107","2019/11/29 1:00:00 PM","4,65"
"SRV005107","2019/11/29 1:30:00 PM","4,65"
"SRV005107","2019/11/29 2:00:00 PM","4,81"
"SRV005107","2019/11/29 2:30:00 PM","4,74"
"SRV005107","2019/11/29 3:00:00 PM","4,67"
"SRV005107","2019/11/29 3:30:00 PM","4,61"
"SRV005107","2019/11/29 4:00:00 PM","4,79"
"SRV005107","2019/11/29 4:30:00 PM","4,43"
"SRV005107","2019/11/29 5:00:00 PM","4,73"
"SRV005107","2019/11/29 5:30:00 PM","4,52"
"SRV005107","2019/11/29 6:00:00 PM","4,63"
"SRV005107","2019/11/29 6:30:00 PM","4,32"
"SRV005107","2019/11/29 7:00:00 PM","4,68"
"SRV005107","2019/11/29 7:30:00 PM","4,41"
"SRV005107","2019/11/29 8:00:00 PM","5,27"
"SRV005107","2019/11/29 8:30:00 PM","7,68"
"SRV005107","2019/11/29 9:00:00 PM","8,84"
"SRV005107","2019/11/29 9:30:00 PM","5,08"
"SRV005107","2019/11/29 10:00:00 PM","4,87"
"SRV005107","2019/11/29 10:30:00 PM","5,28"
"SRV005107","2019/11/29 11:00:00 PM","5,28"
"SRV005107","2019/11/29 11:30:00 PM","4,76"
"SRV005107","2019/11/30 12:00:00 AM","5,86"
"SRV005107","2019/11/30 12:30:00 AM","4,5"
"SRV005107","2019/11/30 1:00:00 AM","4,99"
"SRV005107","2019/11/30 1:30:00 AM","4,53"
"SRV005107","2019/11/30 2:00:00 AM","6,67"
"SRV005107","2019/11/30 2:30:00 AM","7,38"
"SRV005107","2019/11/30 3:00:00 AM","6,06"
"SRV005107","2019/11/30 3:30:00 AM","6,79"
"SRV005107","2019/11/30 4:00:00 AM","6,36"
"SRV005107","2019/11/30 4:30:00 AM","6,88"
"SRV005107","2019/11/30 5:00:00 AM","6,31"
"SRV005107","2019/11/30 5:30:00 AM","6,39"
"SRV005107","2019/11/30 6:00:00 AM","6,89"
"SRV005107","2019/11/30 6:30:00 AM","5,85"
"SRV005107","2019/11/30 7:00:00 AM","6,86"
"SRV005107","2019/11/30 7:30:00 AM","6,23"
"SRV005107","2019/11/30 8:00:00 AM","6,68"
"SRV005107","2019/11/30 8:30:00 AM","6,39"
"SRV005107","2019/11/30 9:00:00 AM","6,35"
"SRV005107","2019/11/30 9:30:00 AM","6,42"
"SRV005107","2019/11/30 10:00:00 AM","6,49"
"SRV005107","2019/11/30 10:30:00 AM","6,49"
"SRV005107","2019/11/30 11:00:00 AM","6,53"
"SRV005107","2019/11/30 11:30:00 AM","6,39"
"SRV005107","2019/11/30 12:00:00 PM","6,88"
"SRV005107","2019/11/30 12:30:00 PM","6,26"
"SRV005107","2019/11/30 1:00:00 PM","6,38"
"SRV005107","2019/11/30 1:30:00 PM","6,43"
"SRV005107","2019/11/30 2:00:00 PM","35,13"
"SRV005107","2019/11/30 2:30:00 PM","45,74"
"SRV005107","2019/11/30 3:00:00 PM","42,39"
"SRV005107","2019/11/30 3:30:00 PM","6,46"
"SRV005107","2019/11/30 4:00:00 PM","6,97"
"SRV005107","2019/11/30 4:30:00 PM","6,81"
"SRV005107","2019/11/30 5:00:00 PM","6,66"
"SRV005107","2019/11/30 5:30:00 PM","6,7"
"SRV005107","2019/11/30 6:00:00 PM","6,47"
"SRV005107","2019/11/30 6:30:00 PM","7,34"
"SRV005107","2019/11/30 7:00:00 PM","6,29"
"SRV005107","2019/11/30 7:30:00 PM","7,3"
"SRV005107","2019/11/30 8:00:00 PM","6,59"
"SRV005107","2019/11/30 8:30:00 PM","6,79"
"SRV005107","2019/11/30 9:00:00 PM","6,66"
"SRV005107","2019/11/30 9:30:00 PM","7,11"
"SRV005107","2019/11/30 10:00:00 PM","10,07"
"SRV005107","2019/11/30 10:30:00 PM","9,99"
"SRV005107","2019/11/30 11:00:00 PM","12,86"
"SRV005107","2019/11/30 11:30:00 PM","7,12"
"SRV005107","2019/12/01 12:00:00 AM","9,52"
"SRV005107","2019/12/01 12:30:00 AM","7,18"
"SRV005107","2019/12/01 1:00:00 AM","6,26"
"SRV005107","2019/12/01 1:30:00 AM","5,35"
"SRV005107","2019/12/01 2:00:00 AM","5,65"
"SRV005107","2019/12/01 2:30:00 AM","5,34"
"SRV005107","2019/12/01 3:00:00 AM","5,35"
"SRV005107","2019/12/01 3:30:00 AM","5,48"
"SRV005107","2019/12/01 4:00:00 AM","5,67"
"SRV005107","2019/12/01 4:30:00 AM","5,21"
"SRV005107","2019/12/01 5:00:00 AM","5,44"
"SRV005107","2019/12/01 5:30:00 AM","5,55"
"SRV005107","2019/12/01 6:00:00 AM","5,46"
"SRV005107","2019/12/01 6:30:00 AM","5,24"
"SRV005107","2019/12/01 7:00:00 AM","5,73"
"SRV005107","2019/12/01 7:30:00 AM","5,24"
"SRV005107","2019/12/01 8:00:00 AM","5,66"
"SRV005107","2019/12/01 8:30:00 AM","5,58"
"SRV005107","2019/12/01 9:00:00 AM","5,38"
"SRV005107","2019/12/01 9:30:00 AM","5,46"
"SRV005107","2019/12/01 10:00:00 AM","5,94"
"SRV005107","2019/12/01 10:30:00 AM","5,45"
"SRV005107","2019/12/01 11:00:00 AM","5,41"
"SRV005107","2019/12/01 11:30:00 AM","5,78"
"SRV005107","2019/12/01 12:00:00 PM","5,56"
"SRV005107","2019/12/01 12:30:00 PM","5,22"
"SRV005107","2019/12/01 1:00:00 PM","5,4"
"SRV005107","2019/12/01 1:30:00 PM","5,47"
"SRV005107","2019/12/01 2:00:00 PM","8,35"
"SRV005107","2019/12/01 2:30:00 PM","10,6"
"SRV005107","2019/12/01 3:00:00 PM","11,07"
"SRV005107","2019/12/01 3:30:00 PM","10,26"
"SRV005107","2019/12/01 4:00:00 PM","9,92"
"SRV005107","2019/12/01 4:30:00 PM","10,93"
"SRV005107","2019/12/01 5:00:00 PM","8,88"
"SRV005107","2019/12/01 5:30:00 PM","5,53"
"SRV005107","2019/12/01 6:00:00 PM","5,07"
"SRV005107","2019/12/01 6:30:00 PM","5,23"
"SRV005107","2019/12/01 7:00:00 PM","5,42"
"SRV005107","2019/12/01 7:30:00 PM","4,9"
"SRV005107","2019/12/01 8:00:00 PM","5,65"
"SRV005107","2019/12/01 8:30:00 PM","5,05"
"SRV005107","2019/12/01 9:00:00 PM","5,45"
"SRV005107","2019/12/01 9:30:00 PM","5,43"
"SRV005107","2019/12/01 10:00:00 PM","5,38"
"SRV005107","2019/12/01 10:30:00 PM","5,23"
"SRV005107","2019/12/01 11:00:00 PM","5,19"
"SRV005107","2019/12/01 11:30:00 PM","5,33"
"SRV005107","2019/12/02 12:00:00 AM","6,77"
"SRV005107","2019/12/02 12:30:00 AM","5,07"
"SRV005107","2019/12/02 1:00:00 AM","5,63"
"SRV005107","2019/12/02 1:30:00 AM","5,3"
"SRV005107","2019/12/02 2:00:00 AM","4,99"
"SRV005107","2019/12/02 2:30:00 AM","5,14"
"SRV005107","2019/12/02 3:00:00 AM","5,45"
"SRV005107","2019/12/02 3:30:00 AM","4,7"
"SRV005107","2019/12/02 4:00:00 AM","5,5"
"SRV005107","2019/12/02 4:30:00 AM","5,41"
"SRV005107","2019/12/02 5:00:00 AM","5,27"
"SRV005107","2019/12/02 5:30:00 AM","5,05"
"SRV005107","2019/12/02 6:00:00 AM","5,3"
"SRV005107","2019/12/02 6:30:00 AM","5,12"
"SRV005107","2019/12/02 7:00:00 AM","5,47"
"SRV005107","2019/12/02 7:30:00 AM","5,29"
"SRV005107","2019/12/02 8:00:00 AM","5,43"
"SRV005107","2019/12/02 8:30:00 AM","5,26"
"SRV005107","2019/12/02 9:00:00 AM","5,33"
"SRV005107","2019/12/02 9:30:00 AM","5,26"
"SRV005107","2019/12/02 10:00:00 AM","5,37"
"SRV005107","2019/12/02 10:30:00 AM","5,07"
"SRV005107","2019/12/02 11:00:00 AM","5,5"
"SRV005107","2019/12/02 11:30:00 AM","4,91"
"SRV005107","2019/12/02 12:00:00 PM","5,06"
"SRV005107","2019/12/02 12:30:00 PM","4,82"
"SRV005107","2019/12/02 1:00:00 PM","4,92"
"SRV005107","2019/12/02 1:30:00 PM","4,81"
"SRV005107","2019/12/02 2:00:00 PM","5,04"
"SRV005107","2019/12/02 2:30:00 PM","4,9"
"SRV005107","2019/12/02 3:00:00 PM","4,95"
"SRV005107","2019/12/02 3:30:00 PM","5,06"
"SRV005107","2019/12/02 4:00:00 PM","5,19"
"SRV005107","2019/12/02 4:30:00 PM","4,76"
"SRV005107","2019/12/02 5:00:00 PM","5,05"
"SRV005107","2019/12/02 5:30:00 PM","4,77"
"SRV005107","2019/12/02 6:00:00 PM","4,86"
"SRV005107","2019/12/02 6:30:00 PM","4,87"
"SRV005107","2019/12/02 7:00:00 PM","4,88"
"SRV005107","2019/12/02 7:30:00 PM","4,58"
"SRV005107","2019/12/02 8:00:00 PM","5,57"
"SRV005107","2019/12/02 8:30:00 PM","5,14"
"SRV005107","2019/12/02 9:00:00 PM","5,03"
"SRV005107","2019/12/02 9:30:00 PM","5,48"
"SRV005107","2019/12/02 10:00:00 PM","4,96"
"SRV005107","2019/12/02 10:30:00 PM","4,71"
"SRV005107","2019/12/02 11:00:00 PM","5,53"
"SRV005107","2019/12/02 11:30:00 PM","5,02"
"SRV005107","2019/12/03 12:00:00 AM","6,4"
"SRV005107","2019/12/03 12:30:00 AM","4,78"
"SRV005107","2019/12/03 1:00:00 AM","4,99"
"SRV005107","2019/12/03 1:30:00 AM","4,66"
"SRV005107","2019/12/03 2:00:00 AM","4,74"
"SRV005107","2019/12/03 2:30:00 AM","4,72"
"SRV005107","2019/12/03 3:00:00 AM","4,9"
"SRV005107","2019/12/03 3:30:00 AM","4,51"
"SRV005107","2019/12/03 4:00:00 AM","4,9"
"SRV005107","2019/12/03 4:30:00 AM","4,62"
"SRV005107","2019/12/03 5:00:00 AM","4,81"
"SRV005107","2019/12/03 5:30:00 AM","4,96"
"SRV005107","2019/12/03 6:00:00 AM","5,02"
"SRV005107","2019/12/03 6:30:00 AM","4,83"
"SRV005107","2019/12/03 7:00:00 AM","5,16"
"SRV005107","2019/12/03 7:30:00 AM","4,71"
"SRV005107","2019/12/03 8:00:00 AM","5,04"
"SRV005107","2019/12/03 8:30:00 AM","4,83"
"SRV005107","2019/12/03 9:00:00 AM","5,03"
"SRV005107","2019/12/03 9:30:00 AM","4,89"
"SRV005107","2019/12/03 10:00:00 AM","5,27"
"SRV005107","2019/12/03 10:30:00 AM","5,04"
