"Server","Time Stamp","Usage (KBps)"
"SRV005119","2019/11/30 6:00:00 PM","63"
"SRV005119","2019/11/30 6:30:00 PM","59"
"SRV005119","2019/11/30 7:00:00 PM","50"
"SRV005119","2019/11/30 7:30:00 PM","32"
"SRV005119","2019/11/30 8:00:00 PM","42"
"SRV005119","2019/11/30 8:30:00 PM","36"
"SRV005119","2019/11/30 9:00:00 PM","42"
"SRV005119","2019/11/30 9:30:00 PM","36"
"SRV005119","2019/11/30 10:00:00 PM","30"
"SRV005119","2019/11/30 10:30:00 PM","22"
"SRV005119","2019/11/30 11:00:00 PM","33"
"SRV005119","2019/11/30 11:30:00 PM","24"
"SRV005119","2019/12/01 12:00:00 AM","30"
"SRV005119","2019/12/01 12:30:00 AM","24"
"SRV005119","2019/12/01 1:00:00 AM","123"
"SRV005119","2019/12/01 1:30:00 AM","24"
"SRV005119","2019/12/01 2:00:00 AM","39"
"SRV005119","2019/12/01 2:30:00 AM","41"
"SRV005119","2019/12/01 3:00:00 AM","35"
"SRV005119","2019/12/01 3:30:00 AM","24"
"SRV005119","2019/12/01 4:00:00 AM","37"
"SRV005119","2019/12/01 4:30:00 AM","24"
"SRV005119","2019/12/01 5:00:00 AM","34"
"SRV005119","2019/12/01 5:30:00 AM","26"
"SRV005119","2019/12/01 6:00:00 AM","33"
"SRV005119","2019/12/01 6:30:00 AM","24"
"SRV005119","2019/12/01 7:00:00 AM","33"
"SRV005119","2019/12/01 7:30:00 AM","24"
"SRV005119","2019/12/01 8:00:00 AM","59"
"SRV005119","2019/12/01 8:30:00 AM","51"
"SRV005119","2019/12/01 9:00:00 AM","58"
"SRV005119","2019/12/01 9:30:00 AM","45"
"SRV005119","2019/12/01 10:00:00 AM","75"
"SRV005119","2019/12/01 10:30:00 AM","53"
"SRV005119","2019/12/01 11:00:00 AM","59"
"SRV005119","2019/12/01 11:30:00 AM","52"
"SRV005119","2019/12/01 12:00:00 PM","65"
"SRV005119","2019/12/01 12:30:00 PM","196"
"SRV005119","2019/12/01 1:00:00 PM","205"
"SRV005119","2019/12/01 1:30:00 PM","42"
"SRV005119","2019/12/01 2:00:00 PM","64"
"SRV005119","2019/12/01 2:30:00 PM","52"
"SRV005119","2019/12/01 3:00:00 PM","74"
"SRV005119","2019/12/01 3:30:00 PM","52"
"SRV005119","2019/12/01 4:00:00 PM","63"
"SRV005119","2019/12/01 4:30:00 PM","52"
"SRV005119","2019/12/01 5:00:00 PM","60"
"SRV005119","2019/12/01 5:30:00 PM","58"
"SRV005119","2019/12/01 6:00:00 PM","67"
"SRV005119","2019/12/01 6:30:00 PM","62"
"SRV005119","2019/12/01 7:00:00 PM","53"
"SRV005119","2019/12/01 7:30:00 PM","35"
"SRV005119","2019/12/01 8:00:00 PM","43"
"SRV005119","2019/12/01 8:30:00 PM","37"
"SRV005119","2019/12/01 9:00:00 PM","72"
"SRV005119","2019/12/01 9:30:00 PM","57"
"SRV005119","2019/12/01 10:00:00 PM","43"
"SRV005119","2019/12/01 10:30:00 PM","33"
"SRV005119","2019/12/01 11:00:00 PM","44"
"SRV005119","2019/12/01 11:30:00 PM","41"
"SRV005119","2019/12/02 12:00:00 AM","39"
"SRV005119","2019/12/02 12:30:00 AM","34"
"SRV005119","2019/12/02 1:00:00 AM","135"
"SRV005119","2019/12/02 1:30:00 AM","34"
"SRV005119","2019/12/02 2:00:00 AM","46"
"SRV005119","2019/12/02 2:30:00 AM","32"
"SRV005119","2019/12/02 3:00:00 AM","44"
"SRV005119","2019/12/02 3:30:00 AM","35"
"SRV005119","2019/12/02 4:00:00 AM","48"
"SRV005119","2019/12/02 4:30:00 AM","33"
"SRV005119","2019/12/02 5:00:00 AM","60"
"SRV005119","2019/12/02 5:30:00 AM","50"
"SRV005119","2019/12/02 6:00:00 AM","72"
"SRV005119","2019/12/02 6:30:00 AM","52"
"SRV005119","2019/12/02 7:00:00 AM","104"
"SRV005119","2019/12/02 7:30:00 AM","92"
"SRV005119","2019/12/02 8:00:00 AM","348"
"SRV005119","2019/12/02 8:30:00 AM","708"
"SRV005119","2019/12/02 9:00:00 AM","539"
"SRV005119","2019/12/02 9:30:00 AM","781"
"SRV005119","2019/12/02 10:00:00 AM","621"
"SRV005119","2019/12/02 10:30:00 AM","676"
"SRV005119","2019/12/02 11:00:00 AM","711"
"SRV005119","2019/12/02 11:30:00 AM","664"
"SRV005119","2019/12/02 12:00:00 PM","496"
"SRV005119","2019/12/02 12:30:00 PM","763"
"SRV005119","2019/12/02 1:00:00 PM","461"
"SRV005119","2019/12/02 1:30:00 PM","605"
"SRV005119","2019/12/02 2:00:00 PM","726"
"SRV005119","2019/12/02 2:30:00 PM","638"
"SRV005119","2019/12/02 3:00:00 PM","672"
"SRV005119","2019/12/02 3:30:00 PM","475"
"SRV005119","2019/12/02 4:00:00 PM","13113"
"SRV005119","2019/12/02 4:30:00 PM","235"
"SRV005119","2019/12/02 5:00:00 PM","879"
"SRV005119","2019/12/02 5:30:00 PM","189"
"SRV005119","2019/12/02 6:00:00 PM","223"
"SRV005119","2019/12/02 6:30:00 PM","214"
"SRV005119","2019/12/02 7:00:00 PM","177"
"SRV005119","2019/12/02 7:30:00 PM","159"
"SRV005119","2019/12/02 8:00:00 PM","13008"
"SRV005119","2019/12/02 8:30:00 PM","660"
"SRV005119","2019/12/02 9:00:00 PM","184"
"SRV005119","2019/12/02 9:30:00 PM","17235"
"SRV005119","2019/12/02 10:00:00 PM","23393"
"SRV005119","2019/12/02 10:30:00 PM","9604"
"SRV005119","2019/12/02 11:00:00 PM","1611"
"SRV005119","2019/12/02 11:30:00 PM","373"
"SRV005119","2019/12/03 12:00:00 AM","1491"
"SRV005119","2019/12/03 12:30:00 AM","63"
"SRV005119","2019/12/03 1:00:00 AM","1783"
"SRV005119","2019/12/03 1:30:00 AM","69"
"SRV005119","2019/12/03 2:00:00 AM","51"
"SRV005119","2019/12/03 2:30:00 AM","33"
"SRV005119","2019/12/03 3:00:00 AM","44"
"SRV005119","2019/12/03 3:30:00 AM","35"
"SRV005119","2019/12/03 4:00:00 AM","50"
"SRV005119","2019/12/03 4:30:00 AM","36"
"SRV005119","2019/12/03 5:00:00 AM","62"
"SRV005119","2019/12/03 5:30:00 AM","435"
"SRV005119","2019/12/03 6:00:00 AM","71"
"SRV005119","2019/12/03 6:30:00 AM","229"
"SRV005119","2019/12/03 7:00:00 AM","588"
"SRV005119","2019/12/03 7:30:00 AM","209"
"SRV005119","2019/12/03 8:00:00 AM","527"
"SRV005119","2019/12/03 8:30:00 AM","445"
"SRV005119","2019/12/03 9:00:00 AM","472"
"SRV005119","2019/12/03 9:30:00 AM","811"
"SRV005119","2019/12/03 10:00:00 AM","465"
"SRV005119","2019/12/03 10:30:00 AM","868"
