"Server","Time Stamp","Usage (KBps)"
"SRV005247","2019/12/01 6:00:00 AM","42"
"SRV005247","2019/12/01 6:30:00 AM","31"
"SRV005247","2019/12/01 7:00:00 AM","40"
"SRV005247","2019/12/01 7:30:00 AM","34"
"SRV005247","2019/12/01 8:00:00 AM","51"
"SRV005247","2019/12/01 8:30:00 AM","35"
"SRV005247","2019/12/01 9:00:00 AM","44"
"SRV005247","2019/12/01 9:30:00 AM","37"
"SRV005247","2019/12/01 10:00:00 AM","41"
"SRV005247","2019/12/01 10:30:00 AM","34"
"SRV005247","2019/12/01 11:00:00 AM","40"
"SRV005247","2019/12/01 11:30:00 AM","37"
"SRV005247","2019/12/01 12:00:00 PM","41"
"SRV005247","2019/12/01 12:30:00 PM","32"
"SRV005247","2019/12/01 1:00:00 PM","44"
"SRV005247","2019/12/01 1:30:00 PM","37"
"SRV005247","2019/12/01 2:00:00 PM","42"
"SRV005247","2019/12/01 2:30:00 PM","35"
"SRV005247","2019/12/01 3:00:00 PM","51"
"SRV005247","2019/12/01 3:30:00 PM","36"
"SRV005247","2019/12/01 4:00:00 PM","39"
"SRV005247","2019/12/01 4:30:00 PM","36"
"SRV005247","2019/12/01 5:00:00 PM","44"
"SRV005247","2019/12/01 5:30:00 PM","35"
"SRV005247","2019/12/01 6:00:00 PM","47"
"SRV005247","2019/12/01 6:30:00 PM","39"
"SRV005247","2019/12/01 7:00:00 PM","43"
"SRV005247","2019/12/01 7:30:00 PM","33"
"SRV005247","2019/12/01 8:00:00 PM","42"
"SRV005247","2019/12/01 8:30:00 PM","34"
"SRV005247","2019/12/01 9:00:00 PM","40"
"SRV005247","2019/12/01 9:30:00 PM","32"
"SRV005247","2019/12/01 10:00:00 PM","41"
"SRV005247","2019/12/01 10:30:00 PM","34"
"SRV005247","2019/12/01 11:00:00 PM","42"
"SRV005247","2019/12/01 11:30:00 PM","34"
"SRV005247","2019/12/02 12:00:00 AM","41"
"SRV005247","2019/12/02 12:30:00 AM","35"
"SRV005247","2019/12/02 1:00:00 AM","131"
"SRV005247","2019/12/02 1:30:00 AM","35"
"SRV005247","2019/12/02 2:00:00 AM","86"
"SRV005247","2019/12/02 2:30:00 AM","33"
"SRV005247","2019/12/02 3:00:00 AM","45"
"SRV005247","2019/12/02 3:30:00 AM","35"
"SRV005247","2019/12/02 4:00:00 AM","46"
"SRV005247","2019/12/02 4:30:00 AM","30"
"SRV005247","2019/12/02 5:00:00 AM","45"
"SRV005247","2019/12/02 5:30:00 AM","35"
"SRV005247","2019/12/02 6:00:00 AM","48"
"SRV005247","2019/12/02 6:30:00 AM","40"
"SRV005247","2019/12/02 7:00:00 AM","50"
"SRV005247","2019/12/02 7:30:00 AM","45"
"SRV005247","2019/12/02 8:00:00 AM","69"
"SRV005247","2019/12/02 8:30:00 AM","51"
"SRV005247","2019/12/02 9:00:00 AM","87"
"SRV005247","2019/12/02 9:30:00 AM","78"
"SRV005247","2019/12/02 10:00:00 AM","87"
"SRV005247","2019/12/02 10:30:00 AM","70"
"SRV005247","2019/12/02 11:00:00 AM","107"
"SRV005247","2019/12/02 11:30:00 AM","93"
"SRV005247","2019/12/02 12:00:00 PM","87"
"SRV005247","2019/12/02 12:30:00 PM","80"
"SRV005247","2019/12/02 1:00:00 PM","109"
"SRV005247","2019/12/02 1:30:00 PM","71"
"SRV005247","2019/12/02 2:00:00 PM","86"
"SRV005247","2019/12/02 2:30:00 PM","77"
"SRV005247","2019/12/02 3:00:00 PM","104"
"SRV005247","2019/12/02 3:30:00 PM","84"
"SRV005247","2019/12/02 4:00:00 PM","82"
"SRV005247","2019/12/02 4:30:00 PM","65"
"SRV005247","2019/12/02 5:00:00 PM","69"
"SRV005247","2019/12/02 5:30:00 PM","63"
"SRV005247","2019/12/02 6:00:00 PM","1095"
"SRV005247","2019/12/02 6:30:00 PM","45"
"SRV005247","2019/12/02 7:00:00 PM","53"
"SRV005247","2019/12/02 7:30:00 PM","41"
"SRV005247","2019/12/02 8:00:00 PM","64"
"SRV005247","2019/12/02 8:30:00 PM","52"
"SRV005247","2019/12/02 9:00:00 PM","52"
"SRV005247","2019/12/02 9:30:00 PM","45"
"SRV005247","2019/12/02 10:00:00 PM","50"
"SRV005247","2019/12/02 10:30:00 PM","41"
"SRV005247","2019/12/02 11:00:00 PM","55"
"SRV005247","2019/12/02 11:30:00 PM","44"
"SRV005247","2019/12/03 12:00:00 AM","45"
"SRV005247","2019/12/03 12:30:00 AM","45"
"SRV005247","2019/12/03 1:00:00 AM","130"
"SRV005247","2019/12/03 1:30:00 AM","31"
"SRV005247","2019/12/03 2:00:00 AM","51"
"SRV005247","2019/12/03 2:30:00 AM","31"
"SRV005247","2019/12/03 3:00:00 AM","42"
"SRV005247","2019/12/03 3:30:00 AM","147"
"SRV005247","2019/12/03 4:00:00 AM","45"
"SRV005247","2019/12/03 4:30:00 AM","29"
"SRV005247","2019/12/03 5:00:00 AM","43"
"SRV005247","2019/12/03 5:30:00 AM","35"
"SRV005247","2019/12/03 6:00:00 AM","40"
"SRV005247","2019/12/03 6:30:00 AM","53"
"SRV005247","2019/12/03 7:00:00 AM","59"
"SRV005247","2019/12/03 7:30:00 AM","67"
"SRV005247","2019/12/03 8:00:00 AM","94"
"SRV005247","2019/12/03 8:30:00 AM","82"
"SRV005247","2019/12/03 9:00:00 AM","87"
"SRV005247","2019/12/03 9:30:00 AM","83"
"SRV005247","2019/12/03 10:00:00 AM","90"
"SRV005247","2019/12/03 10:30:00 AM","96"
