"Server","Time Stamp","Usage (KBps)"
"SRV005107","2019/12/02 1:30:00 PM","127"
"SRV005107","2019/12/02 2:00:00 PM","173"
"SRV005107","2019/12/02 2:30:00 PM","135"
"SRV005107","2019/12/02 3:00:00 PM","188"
"SRV005107","2019/12/02 3:30:00 PM","173"
"SRV005107","2019/12/02 4:00:00 PM","253"
"SRV005107","2019/12/02 4:30:00 PM","119"
"SRV005107","2019/12/02 5:00:00 PM","166"
"SRV005107","2019/12/02 5:30:00 PM","110"
"SRV005107","2019/12/02 6:00:00 PM","159"
"SRV005107","2019/12/02 6:30:00 PM","120"
"SRV005107","2019/12/02 7:00:00 PM","150"
"SRV005107","2019/12/02 7:30:00 PM","90"
"SRV005107","2019/12/02 8:00:00 PM","4512"
"SRV005107","2019/12/02 8:30:00 PM","1136"
"SRV005107","2019/12/02 9:00:00 PM","206"
"SRV005107","2019/12/02 9:30:00 PM","467"
"SRV005107","2019/12/02 10:00:00 PM","148"
"SRV005107","2019/12/02 10:30:00 PM","89"
"SRV005107","2019/12/02 11:00:00 PM","231"
"SRV005107","2019/12/02 11:30:00 PM","142"
"SRV005107","2019/12/03 12:00:00 AM","360"
"SRV005107","2019/12/03 12:30:00 AM","154"
"SRV005107","2019/12/03 1:00:00 AM","126"
"SRV005107","2019/12/03 1:30:00 AM","92"
"SRV005107","2019/12/03 2:00:00 AM","124"
"SRV005107","2019/12/03 2:30:00 AM","68"
"SRV005107","2019/12/03 3:00:00 AM","119"
"SRV005107","2019/12/03 3:30:00 AM","70"
"SRV005107","2019/12/03 4:00:00 AM","127"
"SRV005107","2019/12/03 4:30:00 AM","71"
"SRV005107","2019/12/03 5:00:00 AM","267"
"SRV005107","2019/12/03 5:30:00 AM","78"
"SRV005107","2019/12/03 6:00:00 AM","125"
"SRV005107","2019/12/03 6:30:00 AM","96"
"SRV005107","2019/12/03 7:00:00 AM","155"
"SRV005107","2019/12/03 7:30:00 AM","111"
"SRV005107","2019/12/03 8:00:00 AM","159"
"SRV005107","2019/12/03 8:30:00 AM","127"
"SRV005107","2019/12/03 9:00:00 AM","180"
"SRV005107","2019/12/03 9:30:00 AM","120"
"SRV005107","2019/12/03 10:00:00 AM","189"
"SRV005107","2019/12/03 10:30:00 AM","177"
