"Server","Time Stamp","Usage (%)"
"SRV005119","2019/12/01 8:30:00 AM","21,37"
"SRV005119","2019/12/01 9:00:00 AM","21,4"
"SRV005119","2019/12/01 9:30:00 AM","20,33"
"SRV005119","2019/12/01 10:00:00 AM","24,7"
"SRV005119","2019/12/01 10:30:00 AM","21,85"
"SRV005119","2019/12/01 11:00:00 AM","20,2"
"SRV005119","2019/12/01 11:30:00 AM","22,86"
"SRV005119","2019/12/01 12:00:00 PM","21,92"
"SRV005119","2019/12/01 12:30:00 PM","24,25"
"SRV005119","2019/12/01 1:00:00 PM","20,47"
"SRV005119","2019/12/01 1:30:00 PM","20,43"
"SRV005119","2019/12/01 2:00:00 PM","24,26"
"SRV005119","2019/12/01 2:30:00 PM","22,84"
"SRV005119","2019/12/01 3:00:00 PM","23,61"
"SRV005119","2019/12/01 3:30:00 PM","22,37"
"SRV005119","2019/12/01 4:00:00 PM","23,99"
"SRV005119","2019/12/01 4:30:00 PM","21,13"
"SRV005119","2019/12/01 5:00:00 PM","21,69"
"SRV005119","2019/12/01 5:30:00 PM","22,33"
"SRV005119","2019/12/01 6:00:00 PM","21,84"
"SRV005119","2019/12/01 6:30:00 PM","24,75"
"SRV005119","2019/12/01 7:00:00 PM","16,1"
"SRV005119","2019/12/01 7:30:00 PM","14,74"
"SRV005119","2019/12/01 8:00:00 PM","13,52"
"SRV005119","2019/12/01 8:30:00 PM","13,62"
"SRV005119","2019/12/01 9:00:00 PM","15,58"
"SRV005119","2019/12/01 9:30:00 PM","15,96"
"SRV005119","2019/12/01 10:00:00 PM","15,83"
"SRV005119","2019/12/01 10:30:00 PM","16,07"
"SRV005119","2019/12/01 11:00:00 PM","15,19"
"SRV005119","2019/12/01 11:30:00 PM","17,93"
"SRV005119","2019/12/02 12:00:00 AM","15,49"
"SRV005119","2019/12/02 12:30:00 AM","15,85"
"SRV005119","2019/12/02 1:00:00 AM","19,61"
"SRV005119","2019/12/02 1:30:00 AM","14,95"
"SRV005119","2019/12/02 2:00:00 AM","14,23"
"SRV005119","2019/12/02 2:30:00 AM","14,35"
"SRV005119","2019/12/02 3:00:00 AM","15,02"
"SRV005119","2019/12/02 3:30:00 AM","14,88"
"SRV005119","2019/12/02 4:00:00 AM","14,95"
"SRV005119","2019/12/02 4:30:00 AM","15,4"
"SRV005119","2019/12/02 5:00:00 AM","22,54"
"SRV005119","2019/12/02 5:30:00 AM","23,55"
"SRV005119","2019/12/02 6:00:00 AM","24,28"
"SRV005119","2019/12/02 6:30:00 AM","24,23"
"SRV005119","2019/12/02 7:00:00 AM","32,78"
"SRV005119","2019/12/02 7:30:00 AM","37,05"
"SRV005119","2019/12/02 8:00:00 AM","46,15"
"SRV005119","2019/12/02 8:30:00 AM","45,76"
"SRV005119","2019/12/02 9:00:00 AM","45,23"
"SRV005119","2019/12/02 9:30:00 AM","39,17"
"SRV005119","2019/12/02 10:00:00 AM","36,75"
"SRV005119","2019/12/02 10:30:00 AM","33,99"
"SRV005119","2019/12/02 11:00:00 AM","31,79"
"SRV005119","2019/12/02 11:30:00 AM","25,37"
"SRV005119","2019/12/02 12:00:00 PM","25,15"
"SRV005119","2019/12/02 12:30:00 PM","22,61"
"SRV005119","2019/12/02 1:00:00 PM","20,29"
"SRV005119","2019/12/02 1:30:00 PM","18,55"
"SRV005119","2019/12/02 2:00:00 PM","19,24"
"SRV005119","2019/12/02 2:30:00 PM","20,67"
"SRV005119","2019/12/02 3:00:00 PM","19,53"
"SRV005119","2019/12/02 3:30:00 PM","20,79"
"SRV005119","2019/12/02 4:00:00 PM","29,96"
"SRV005119","2019/12/02 4:30:00 PM","21,62"
"SRV005119","2019/12/02 5:00:00 PM","17,6"
"SRV005119","2019/12/02 5:30:00 PM","16,56"
"SRV005119","2019/12/02 6:00:00 PM","14,5"
"SRV005119","2019/12/02 6:30:00 PM","15,94"
"SRV005119","2019/12/02 7:00:00 PM","15,34"
"SRV005119","2019/12/02 7:30:00 PM","15,12"
"SRV005119","2019/12/02 8:00:00 PM","28,72"
"SRV005119","2019/12/02 8:30:00 PM","20,09"
"SRV005119","2019/12/02 9:00:00 PM","16,88"
"SRV005119","2019/12/02 9:30:00 PM","32,15"
"SRV005119","2019/12/02 10:00:00 PM","35,02"
"SRV005119","2019/12/02 10:30:00 PM","18,56"
"SRV005119","2019/12/02 11:00:00 PM","12,42"
"SRV005119","2019/12/02 11:30:00 PM","9,7"
"SRV005119","2019/12/03 12:00:00 AM","11,76"
"SRV005119","2019/12/03 12:30:00 AM","11,12"
"SRV005119","2019/12/03 1:00:00 AM","11,7"
"SRV005119","2019/12/03 1:30:00 AM","8,99"
"SRV005119","2019/12/03 2:00:00 AM","9,2"
"SRV005119","2019/12/03 2:30:00 AM","9,45"
"SRV005119","2019/12/03 3:00:00 AM","10,08"
"SRV005119","2019/12/03 3:30:00 AM","9,12"
"SRV005119","2019/12/03 4:00:00 AM","9,36"
"SRV005119","2019/12/03 4:30:00 AM","8,51"
"SRV005119","2019/12/03 5:00:00 AM","9,81"
"SRV005119","2019/12/03 5:30:00 AM","12,38"
"SRV005119","2019/12/03 6:00:00 AM","10,88"
"SRV005119","2019/12/03 6:30:00 AM","11,4"
"SRV005119","2019/12/03 7:00:00 AM","11,83"
"SRV005119","2019/12/03 7:30:00 AM","15,82"
"SRV005119","2019/12/03 8:00:00 AM","15,73"
"SRV005119","2019/12/03 8:30:00 AM","17,92"
"SRV005119","2019/12/03 9:00:00 AM","17,99"
"SRV005119","2019/12/03 9:30:00 AM","20,04"
"SRV005119","2019/12/03 10:00:00 AM","20,23"
"SRV005119","2019/12/03 10:30:00 AM","21,39"
