"Server","Time Stamp","Usage (KBps)"
"SRV005246","2019/12/02 4:30:00 AM","40"
"SRV005246","2019/12/02 5:00:00 AM","51"
"SRV005246","2019/12/02 5:30:00 AM","42"
"SRV005246","2019/12/02 6:00:00 AM","63"
"SRV005246","2019/12/02 6:30:00 AM","45"
"SRV005246","2019/12/02 7:00:00 AM","66"
"SRV005246","2019/12/02 7:30:00 AM","58"
"SRV005246","2019/12/02 8:00:00 AM","77"
"SRV005246","2019/12/02 8:30:00 AM","100"
"SRV005246","2019/12/02 9:00:00 AM","103"
"SRV005246","2019/12/02 9:30:00 AM","94"
"SRV005246","2019/12/02 10:00:00 AM","112"
"SRV005246","2019/12/02 10:30:00 AM","96"
"SRV005246","2019/12/02 11:00:00 AM","97"
"SRV005246","2019/12/02 11:30:00 AM","91"
"SRV005246","2019/12/02 12:00:00 PM","100"
"SRV005246","2019/12/02 12:30:00 PM","89"
"SRV005246","2019/12/02 1:00:00 PM","93"
"SRV005246","2019/12/02 1:30:00 PM","101"
"SRV005246","2019/12/02 2:00:00 PM","102"
"SRV005246","2019/12/02 2:30:00 PM","93"
"SRV005246","2019/12/02 3:00:00 PM","101"
"SRV005246","2019/12/02 3:30:00 PM","93"
"SRV005246","2019/12/02 4:00:00 PM","98"
"SRV005246","2019/12/02 4:30:00 PM","87"
"SRV005246","2019/12/02 5:00:00 PM","82"
"SRV005246","2019/12/02 5:30:00 PM","80"
"SRV005246","2019/12/02 6:00:00 PM","105"
"SRV005246","2019/12/02 6:30:00 PM","59"
"SRV005246","2019/12/02 7:00:00 PM","64"
"SRV005246","2019/12/02 7:30:00 PM","57"
"SRV005246","2019/12/02 8:00:00 PM","96"
"SRV005246","2019/12/02 8:30:00 PM","76"
"SRV005246","2019/12/02 9:00:00 PM","70"
"SRV005246","2019/12/02 9:30:00 PM","58"
"SRV005246","2019/12/02 10:00:00 PM","58"
"SRV005246","2019/12/02 10:30:00 PM","45"
"SRV005246","2019/12/02 11:00:00 PM","58"
"SRV005246","2019/12/02 11:30:00 PM","44"
"SRV005246","2019/12/03 12:00:00 AM","57"
"SRV005246","2019/12/03 12:30:00 AM","48"
"SRV005246","2019/12/03 1:00:00 AM","140"
"SRV005246","2019/12/03 1:30:00 AM","44"
"SRV005246","2019/12/03 2:00:00 AM","52"
"SRV005246","2019/12/03 2:30:00 AM","149"
"SRV005246","2019/12/03 3:00:00 AM","50"
"SRV005246","2019/12/03 3:30:00 AM","41"
"SRV005246","2019/12/03 4:00:00 AM","51"
"SRV005246","2019/12/03 4:30:00 AM","37"
"SRV005246","2019/12/03 5:00:00 AM","49"
"SRV005246","2019/12/03 5:30:00 AM","41"
"SRV005246","2019/12/03 6:00:00 AM","55"
"SRV005246","2019/12/03 6:30:00 AM","50"
"SRV005246","2019/12/03 7:00:00 AM","73"
"SRV005246","2019/12/03 7:30:00 AM","77"
"SRV005246","2019/12/03 8:00:00 AM","90"
"SRV005246","2019/12/03 8:30:00 AM","84"
"SRV005246","2019/12/03 9:00:00 AM","108"
"SRV005246","2019/12/03 9:30:00 AM","106"
"SRV005246","2019/12/03 10:00:00 AM","99"
"SRV005246","2019/12/03 10:30:00 AM","92"
