Volume Name;LUN UID;Capacity (GiB);Storage Pool ID;Storage Pool Name;Storage System name;Storage Tier;Host Mappings
A23C;0xA23C;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A216;0xA216;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A203;0xA203;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A31B;0xA31B;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A310;0xA310;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A208;0xA208;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A235;0xA235;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A700;0xA700;150.0;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A32E;0xA32E;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A339;0xA339;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A602;0xA602;150.0;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A224;0xA224;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A32A;0xA32A;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A210;0xA210;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A33D;0xA33D;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A20E;0xA20E;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A31F;0xA31F;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A20B;0xA20B;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A333;0xA333;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A213;0xA213;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A320;0xA320;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A338;0xA338;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A30C;0xA30C;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A22B;0xA22B;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A238;0xA238;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A22D;0xA22D;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A323;0xA323;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A328;0xA328;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A231;0xA231;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A300;0xA300;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A336;0xA336;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A331;0xA331;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A21C;0xA21C;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A206;0xA206;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A20C;0xA20C;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A222;0xA222;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A225;0xA225;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A319;0xA319;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A30F;0xA30F;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A600;0xA600;150.0;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A315;0xA315;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A30D;0xA30D;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A219;0xA219;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A21A;0xA21A;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A23A;0xA23A;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A233;0xA233;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A702;0xA702;150.0;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A31C;0xA31C;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A30B;0xA30B;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A21D;0xA21D;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A313;0xA313;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A21E;0xA21E;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A303;0xA303;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A228;0xA228;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A317;0xA317;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A501;0xA501;300.0;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A32C;0xA32C;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A202;0xA202;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A22E;0xA22E;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A211;0xA211;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A321;0xA321;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A33B;0xA33B;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A309;0xA309;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A234;0xA234;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A302;0xA302;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A335;0xA335;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A20F;0xA20F;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A318;0xA318;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A31A;0xA31A;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A223;0xA223;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A306;0xA306;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A214;0xA214;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A204;0xA204;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A20A;0xA20A;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A307;0xA307;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A220;0xA220;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A239;0xA239;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A30A;0xA30A;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A33C;0xA33C;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A31E;0xA31E;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A23B;0xA23B;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A215;0xA215;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A23D;0xA23D;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A305;0xA305;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A217;0xA217;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A32B;0xA32B;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A237;0xA237;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A325;0xA325;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A21B;0xA21B;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A207;0xA207;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A32D;0xA32D;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A218;0xA218;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A230;0xA230;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A337;0xA337;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A326;0xA326;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A20D;0xA20D;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A312;0xA312;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A322;0xA322;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A22A;0xA22A;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A701;0xA701;150.0;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A400;0xA400;300.0;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A201;0xA201;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A22F;0xA22F;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A311;0xA311;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A304;0xA304;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A236;0xA236;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A226;0xA226;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A229;0xA229;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A205;0xA205;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A232;0xA232;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A200;0xA200;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A30E;0xA30E;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A31D;0xA31D;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A329;0xA329;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A330;0xA330;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A22C;0xA22C;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A209;0xA209;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A332;0xA332;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A308;0xA308;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A21F;0xA21F;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A327;0xA327;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A316;0xA316;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A324;0xA324;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A601;0xA601;150.0;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A33A;0xA33A;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A301;0xA301;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A227;0xA227;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A221;0xA221;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A212;0xA212;262.9;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;jdep_pr_a2_vg01
A314;0xA314;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A500;0xA500;300.0;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
A32F;0xA32F;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A334;0xA334;262.9;IBM.2107-75GCR41/P1;FB_Pool;DS8886_BDC;1;jdep_pr_a3_vg01
A401;0xA401;300.0;IBM.2107-75GCR41/P0;FB_Pool;DS8886_BDC;1;S924_vios2:S924_vios1
filepool_46;60050763808102FC4C00000000000077;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_71;60050763808102FC4C00000000000090;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_56;60050763808102FC4C00000000000081;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
db_09;60050763808102FC4C0000000000003C;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_18;60050763808102FC4C0000000000005B;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_28;60050763808102FC4C00000000000065;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_01;60050763808102FC4C0000000000004A;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_40;60050763808102FC4C00000000000071;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_11;60050763808102FC4C00000000000054;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_19;60050763808102FC4C0000000000005C;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_54;60050763808102FC4C0000000000007F;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_16;60050763808102FC4C00000000000059;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_66;60050763808102FC4C0000000000008B;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_47;60050763808102FC4C00000000000078;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
db_03;60050763808102FC4C00000000000036;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_24;60050763808102FC4C00000000000061;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
archlog_00;60050763808102FC4C00000000000040;1460.7;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_74;60050763808102FC4C00000000000093;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_67;60050763808102FC4C0000000000008C;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_06;60050763808102FC4C0000000000004F;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_44;60050763808102FC4C00000000000075;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_26;60050763808102FC4C00000000000063;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_64;60050763808102FC4C00000000000089;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_17;60050763808102FC4C0000000000005A;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_32;60050763808102FC4C00000000000069;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_39;60050763808102FC4C00000000000070;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_25;60050763808102FC4C00000000000062;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_57;60050763808102FC4C00000000000082;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_68;60050763808102FC4C0000000000008D;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_03;60050763808102FC4C0000000000004C;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_58;60050763808102FC4C00000000000083;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_50;60050763808102FC4C0000000000007B;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_70;60050763808102FC4C0000000000008F;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
db_04;60050763808102FC4C00000000000037;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_07;60050763808102FC4C00000000000050;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_59;60050763808102FC4C00000000000084;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_53;60050763808102FC4C0000000000007E;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_12;60050763808102FC4C00000000000055;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
alog;60050763808102FC4C0000000000003F;625;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_48;60050763808102FC4C00000000000079;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_69;60050763808102FC4C0000000000008E;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_63;60050763808102FC4C00000000000088;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
db_08;60050763808102FC4C0000000000003B;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_10;60050763808102FC4C00000000000053;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_31;60050763808102FC4C00000000000068;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_43;60050763808102FC4C00000000000074;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_37;60050763808102FC4C0000000000006E;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
backup_04;60050763808102FC4C00000000000047;5587.9;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
db_01;60050763808102FC4C00000000000034;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_72;60050763808102FC4C00000000000091;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
backup_05;60050763808102FC4C00000000000048;5587.9;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_30;60050763808102FC4C00000000000067;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_13;60050763808102FC4C00000000000056;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_23;60050763808102FC4C00000000000060;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_35;60050763808102FC4C0000000000006C;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
archlog_02;60050763808102FC4C00000000000042;1210.7;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_49;60050763808102FC4C0000000000007A;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_05;60050763808102FC4C0000000000004E;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_60;60050763808102FC4C00000000000085;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_42;60050763808102FC4C00000000000073;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
db_10;60050763808102FC4C0000000000003D;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_34;60050763808102FC4C0000000000006B;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_29;60050763808102FC4C00000000000066;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_73;60050763808102FC4C00000000000092;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
db_07;60050763808102FC4C0000000000003A;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_00;60050763808102FC4C00000000000049;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_21;60050763808102FC4C0000000000005E;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_52;60050763808102FC4C0000000000007D;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
backup_01;60050763808102FC4C00000000000044;5587.9;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
backup_00;60050763808102FC4C00000000000043;5587.9;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
backup_03;60050763808102FC4C00000000000046;5587.9;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
db_11;60050763808102FC4C0000000000003E;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_09;60050763808102FC4C00000000000052;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_62;60050763808102FC4C00000000000087;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_38;60050763808102FC4C0000000000006F;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_14;60050763808102FC4C00000000000057;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_51;60050763808102FC4C0000000000007C;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_02;60050763808102FC4C0000000000004B;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
db_05;60050763808102FC4C00000000000038;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_65;60050763808102FC4C0000000000008A;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_45;60050763808102FC4C00000000000076;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_36;60050763808102FC4C0000000000006D;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
db_06;60050763808102FC4C00000000000039;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_22;60050763808102FC4C0000000000005F;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
db_00;60050763808102FC4C00000000000033;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_04;60050763808102FC4C0000000000004D;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_15;60050763808102FC4C00000000000058;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_61;60050763808102FC4C00000000000086;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
filepool_20;60050763808102FC4C0000000000005D;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
filepool_55;60050763808102FC4C00000000000080;9664.8;3;stgpool_grp2;V5030_TSM1_BDC1;3;SRV006735
backup_02;60050763808102FC4C00000000000045;5587.9;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
archlog_01;60050763808102FC4C00000000000041;1210.7;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_27;60050763808102FC4C00000000000064;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
db_02;60050763808102FC4C00000000000035;496;0;db_grp0;V5030_TSM1_BDC1;2;SRV006735
filepool_41;60050763808102FC4C00000000000072;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_33;60050763808102FC4C0000000000006A;9664.8;2;stgpool_grp1;V5030_TSM1_BDC1;3;SRV006735
filepool_08;60050763808102FC4C00000000000051;9664.8;1;stgpool_grp0;V5030_TSM1_BDC1;3;SRV006735
STMDB-GLD01-QUA-NMP-DAT03;600507630080864CA800000000000002;2048;0;Pool_01;V3700_Durban;3;STMDBESX002:STMDBESX001
STMDB-GLD01-QUA-NMP-DAT02;600507630080864CA800000000000001;2048;0;Pool_01;V3700_Durban;3;STMDBESX002:STMDBESX001
